Subject	Act_Label	tBodyAcc-meanXMean	tBodyAcc-meanXN	tBodyAcc-meanYMean	tBodyAcc-meanYN	tBodyAcc-meanZMean	tBodyAcc-meanZN	tBodyAcc-stdXMean	tBodyAcc-stdXN	tBodyAcc-stdYMean	tBodyAcc-stdYN	tBodyAcc-stdZMean	tBodyAcc-stdZN	tGravityAcc-meanXMean	tGravityAcc-meanXN	tGravityAcc-meanYMean	tGravityAcc-meanYN	tGravityAcc-meanZMean	tGravityAcc-meanZN	tGravityAcc-stdXMean	tGravityAcc-stdXN	tGravityAcc-stdYMean	tGravityAcc-stdYN	tGravityAcc-stdZMean	tGravityAcc-stdZN	tBodyAccJerk-meanXMean	tBodyAccJerk-meanXN	tBodyAccJerk-meanYMean	tBodyAccJerk-meanYN	tBodyAccJerk-meanZMean	tBodyAccJerk-meanZN	tBodyAccJerk-stdXMean	tBodyAccJerk-stdXN	tBodyAccJerk-stdYMean	tBodyAccJerk-stdYN	tBodyAccJerk-stdZMean	tBodyAccJerk-stdZN	tBodyGyro-meanXMean	tBodyGyro-meanXN	tBodyGyro-meanYMean	tBodyGyro-meanYN	tBodyGyro-meanZMean	tBodyGyro-meanZN	tBodyGyro-stdXMean	tBodyGyro-stdXN	tBodyGyro-stdYMean	tBodyGyro-stdYN	tBodyGyro-stdZMean	tBodyGyro-stdZN	tBodyGyroJerk-meanXMean	tBodyGyroJerk-meanXN	tBodyGyroJerk-meanYMean	tBodyGyroJerk-meanYN	tBodyGyroJerk-meanZMean	tBodyGyroJerk-meanZN	tBodyGyroJerk-stdXMean	tBodyGyroJerk-stdXN	tBodyGyroJerk-stdYMean	tBodyGyroJerk-stdYN	tBodyGyroJerk-stdZMean	tBodyGyroJerk-stdZN	tBodyAccMag-meanMean	tBodyAccMag-meanN	tBodyAccMag-stdMean	tBodyAccMag-stdN	tGravityAccMag-meanMean	tGravityAccMag-meanN	tGravityAccMag-stdMean	tGravityAccMag-stdN	tBodyAccJerkMag-meanMean	tBodyAccJerkMag-meanN	tBodyAccJerkMag-stdMean	tBodyAccJerkMag-stdN	tBodyGyroMag-meanMean	tBodyGyroMag-meanN	tBodyGyroMag-stdMean	tBodyGyroMag-stdN	tBodyGyroJerkMag-meanMean	tBodyGyroJerkMag-meanN	tBodyGyroJerkMag-stdMean	tBodyGyroJerkMag-stdN	fBodyAcc-meanXMean	fBodyAcc-meanXN	fBodyAcc-meanYMean	fBodyAcc-meanYN	fBodyAcc-meanZMean	fBodyAcc-meanZN	fBodyAcc-stdXMean	fBodyAcc-stdXN	fBodyAcc-stdYMean	fBodyAcc-stdYN	fBodyAcc-stdZMean	fBodyAcc-stdZN	fBodyAcc-meanFreqXMean	fBodyAcc-meanFreqXN	fBodyAcc-meanFreqYMean	fBodyAcc-meanFreqYN	fBodyAcc-meanFreqZMean	fBodyAcc-meanFreqZN	fBodyAccJerk-meanXMean	fBodyAccJerk-meanXN	fBodyAccJerk-meanYMean	fBodyAccJerk-meanYN	fBodyAccJerk-meanZMean	fBodyAccJerk-meanZN	fBodyAccJerk-stdXMean	fBodyAccJerk-stdXN	fBodyAccJerk-stdYMean	fBodyAccJerk-stdYN	fBodyAccJerk-stdZMean	fBodyAccJerk-stdZN	fBodyAccJerk-meanFreqXMean	fBodyAccJerk-meanFreqXN	fBodyAccJerk-meanFreqYMean	fBodyAccJerk-meanFreqYN	fBodyAccJerk-meanFreqZMean	fBodyAccJerk-meanFreqZN	fBodyGyro-meanXMean	fBodyGyro-meanXN	fBodyGyro-meanYMean	fBodyGyro-meanYN	fBodyGyro-meanZMean	fBodyGyro-meanZN	fBodyGyro-stdXMean	fBodyGyro-stdXN	fBodyGyro-stdYMean	fBodyGyro-stdYN	fBodyGyro-stdZMean	fBodyGyro-stdZN	fBodyGyro-meanFreqXMean	fBodyGyro-meanFreqXN	fBodyGyro-meanFreqYMean	fBodyGyro-meanFreqYN	fBodyGyro-meanFreqZMean	fBodyGyro-meanFreqZN	fBodyAccMag-meanMean	fBodyAccMag-meanN	fBodyAccMag-stdMean	fBodyAccMag-stdN	fBodyAccMag-meanFreqMean	fBodyAccMag-meanFreqN	fBodyBodyAccJerkMag-meanMean	fBodyBodyAccJerkMag-meanN	fBodyBodyAccJerkMag-stdMean	fBodyBodyAccJerkMag-stdN	fBodyBodyAccJerkMag-meanFreqMean	fBodyBodyAccJerkMag-meanFreqN	fBodyBodyGyroMag-meanMean	fBodyBodyGyroMag-meanN	fBodyBodyGyroMag-stdMean	fBodyBodyGyroMag-stdN	fBodyBodyGyroMag-meanFreqMean	fBodyBodyGyroMag-meanFreqN	fBodyBodyGyroJerkMag-meanMean	fBodyBodyGyroJerkMag-meanN	fBodyBodyGyroJerkMag-stdMean	fBodyBodyGyroJerkMag-stdN	fBodyBodyGyroJerkMag-meanFreqMean	fBodyBodyGyroJerkMag-meanFreqN	angle_tBodyAccMean_gravityMean	angle_tBodyAccMean_gravityN	angle_tBodyAccJerkMean_gravityMeanMean	angle_tBodyAccJerkMean_gravityMeanN	angle_tBodyGyroMean_gravityMeanMean	angle_tBodyGyroMean_gravityMeanN	angle_tBodyGyroJerkMean_gravityMeanMean	angle_tBodyGyroJerkMean_gravityMeanN	angle_X_gravityMeanMean	angle_X_gravityMeanN	angle_Y_gravityMeanMean	angle_Y_gravityMeanN	angle_Z_gravityMeanMean	angle_Z_gravityMeanN
21	STANDING	0.276952	89	-0.016708	89	-0.110418	89	-0.981420	89	-0.943602	89	-0.946123	89	0.881213	89	-0.346156	89	-0.207686	89	-0.982907	89	-0.977681	89	-0.958590	89	0.075454	89	0.010062	89	-0.003321	89	-0.977063	89	-0.963921	89	-0.977916	89	-0.019173	89	-0.073812	89	0.086486	89	-0.962515	89	-0.955979	89	-0.959327	89	-0.103200	89	-0.040430	89	-0.053821	89	-0.971866	89	-0.976816	89	-0.975427	89	-0.958774	89	-0.956920	89	-0.958774	89	-0.956920	89	-0.974765	89	-0.971607	89	-0.949837	89	-0.945614	89	-0.976857	89	-0.976154	89	-0.978328	89	-0.949695	89	-0.960274	89	-0.982893	89	-0.943545	89	-0.942459	89	-0.085008	89	0.036635	89	0.029212	89	-0.976803	89	-0.964503	89	-0.974781	89	-0.979530	89	-0.966024	89	-0.979723	89	0.156072	89	-0.115773	89	-0.049405	89	-0.956990	89	-0.960083	89	-0.959433	89	-0.964530	89	-0.954081	89	-0.963125	89	-0.187975	89	-0.248811	89	-0.079643	89	-0.962291	89	-0.960042	89	0.094767	89	-0.970634	89	-0.971926	89	0.291946	89	-0.956723	89	-0.947763	89	-0.141992	89	-0.976127	89	-0.977707	89	0.149979	89	0.017000	89	-0.023121	89	-0.086323	89	0.077173	89	-0.611236	89	0.322136	89	0.166453	89
21	WALKING	0.279184	52	-0.018161	52	-0.104319	52	-0.297815	52	0.054088	52	-0.168689	52	0.862525	52	-0.370985	52	-0.220948	52	-0.969576	52	-0.964145	52	-0.974939	52	0.078225	52	0.002352	52	-0.010181	52	-0.114889	52	-0.034714	52	-0.425143	52	-0.045932	52	-0.059029	52	0.098372	52	-0.432233	52	-0.397892	52	-0.311876	52	-0.086877	52	-0.051565	52	-0.062119	52	-0.238908	52	-0.482854	52	-0.494928	52	-0.123456	52	-0.299710	52	-0.123456	52	-0.299710	52	-0.148139	52	-0.083849	52	-0.284776	52	-0.408304	52	-0.426931	52	-0.450370	52	-0.273496	52	0.033847	52	-0.300309	52	-0.308547	52	-0.002563	52	-0.164961	52	-0.159448	52	0.043115	52	0.095147	52	-0.200442	52	-0.112565	52	-0.405700	52	-0.107413	52	-0.014842	52	-0.443563	52	-0.195103	52	-0.364919	52	-0.296175	52	-0.246657	52	-0.371744	52	-0.283262	52	-0.491859	52	-0.419401	52	-0.385505	52	-0.016864	52	-0.017036	52	-0.140756	52	-0.251266	52	-0.438150	52	0.232790	52	-0.144010	52	-0.018673	52	0.201672	52	-0.409516	52	-0.512249	52	0.385568	52	-0.499597	52	-0.429323	52	0.207788	52	-0.003419	52	-0.012830	52	0.014850	52	-0.062305	52	-0.581071	52	0.340238	52	0.176042	52
21	WALKING_DOWNSTAIRS	0.301461	45	-0.017320	45	-0.098169	45	0.224343	45	0.301336	45	-0.071789	45	0.872683	45	-0.356673	45	-0.187870	45	-0.940195	45	-0.940112	45	-0.916325	45	0.090145	45	-0.021400	45	-0.012555	45	0.002147	45	-0.079601	45	-0.246062	45	-0.126388	45	0.016215	45	0.148610	45	-0.442149	45	-0.353733	45	-0.349759	45	-0.072646	45	-0.073595	45	-0.078844	45	-0.549648	45	-0.442427	45	-0.428338	45	0.245772	45	0.264342	45	0.245772	45	0.264342	45	-0.080224	45	0.095234	45	-0.184850	45	-0.388420	45	-0.452829	45	-0.509131	45	0.104324	45	0.181138	45	-0.076971	45	0.266988	45	0.277894	45	-0.145082	45	-0.437231	45	-0.146949	45	0.132318	45	-0.037789	45	-0.107306	45	-0.196838	45	-0.046387	45	-0.113162	45	-0.293238	45	-0.288857	45	-0.431507	45	-0.304566	45	-0.366749	45	-0.308880	45	-0.238222	45	-0.469790	45	-0.388419	45	-0.450772	45	-0.221663	45	0.047622	45	-0.082776	45	0.239896	45	0.079127	45	0.011702	45	0.112443	45	0.063205	45	0.010641	45	-0.406392	45	-0.484490	45	0.130888	45	-0.490805	45	-0.571667	45	0.221358	45	0.032532	45	-0.041667	45	0.345962	45	-0.065039	45	-0.609997	45	0.331093	45	0.153317	45
21	WALKING_UPSTAIRS	0.265195	47	-0.023722	47	-0.125414	47	-0.240808	47	0.109787	47	-0.219708	47	0.781177	47	-0.432310	47	-0.309735	47	-0.940912	47	-0.941524	47	-0.932716	47	0.104034	47	-0.015629	47	-0.036012	47	-0.424052	47	-0.203210	47	-0.562052	47	0.062609	47	-0.155622	47	-0.005468	47	-0.531909	47	-0.463137	47	0.051716	47	-0.144351	47	-0.013202	47	-0.006941	47	-0.573542	47	-0.604470	47	-0.564149	47	-0.081045	47	-0.278474	47	-0.081045	47	-0.278474	47	-0.355048	47	-0.404184	47	-0.168983	47	-0.420236	47	-0.577936	47	-0.647723	47	-0.319169	47	0.022160	47	-0.321713	47	-0.213184	47	0.082343	47	-0.227164	47	-0.417991	47	-0.096100	47	-0.136431	47	-0.436840	47	-0.205067	47	-0.519815	47	-0.462973	47	-0.261261	47	-0.603127	47	-0.267817	47	-0.297831	47	-0.395905	47	-0.446974	47	-0.446692	47	-0.155762	47	-0.560968	47	-0.478300	47	0.013092	47	-0.144903	47	-0.101888	47	-0.360450	47	-0.257894	47	-0.403358	47	0.029335	47	-0.355444	47	-0.477722	47	0.167902	47	-0.475370	47	-0.483407	47	-0.018430	47	-0.628916	47	-0.700980	47	0.208156	47	-0.031592	47	-0.066496	47	-0.217555	47	0.165258	47	-0.467415	47	0.386759	47	0.241093	47
22	LAYING	0.279960	72	-0.014263	72	-0.110801	72	-0.947735	72	-0.913276	72	-0.942946	72	-0.418495	72	0.632484	72	0.771904	72	-0.928781	72	-0.958827	72	-0.952435	72	0.075220	72	0.004598	72	-0.004674	72	-0.970355	72	-0.955152	72	-0.974527	72	-0.020831	72	-0.092572	72	0.145004	72	-0.956642	72	-0.961885	72	-0.933252	72	-0.100204	72	-0.037609	72	-0.070272	72	-0.972093	72	-0.980484	72	-0.978636	72	-0.934994	72	-0.909408	72	-0.934994	72	-0.909408	72	-0.971170	72	-0.959850	72	-0.926616	72	-0.923912	72	-0.981717	72	-0.974202	72	-0.953759	72	-0.925525	72	-0.954219	72	-0.945657	72	-0.912563	72	-0.941164	72	-0.224664	72	0.087878	72	0.214869	72	-0.969570	72	-0.954833	72	-0.970919	72	-0.974126	72	-0.958961	72	-0.976833	72	0.073403	72	-0.121965	72	0.041552	72	-0.953367	72	-0.964698	72	-0.942570	72	-0.958031	72	-0.960711	72	-0.936966	72	-0.116959	72	-0.143181	72	0.062725	72	-0.929819	72	-0.913267	72	0.098829	72	-0.962655	72	-0.955636	72	0.208853	72	-0.946056	72	-0.923552	72	-0.078614	72	-0.976639	72	-0.972789	72	0.112424	72	0.027639	72	0.048404	72	0.009938	72	0.051098	72	0.552457	72	-0.399010	72	-0.603349	72
22	SITTING	0.273584	62	-0.012347	62	-0.105827	62	-0.978467	62	-0.928059	62	-0.917565	62	0.839306	62	0.208554	62	0.315551	62	-0.972010	62	-0.954225	62	-0.927951	62	0.080769	62	-0.000843	62	-0.012685	62	-0.981664	62	-0.964783	62	-0.978928	62	-0.036043	62	-0.079362	62	0.080443	62	-0.981099	62	-0.950173	62	-0.946501	62	-0.098649	62	-0.042341	62	-0.051719	62	-0.985671	62	-0.980276	62	-0.979544	62	-0.942167	62	-0.924336	62	-0.942167	62	-0.924336	62	-0.979304	62	-0.968577	62	-0.942077	62	-0.933268	62	-0.985476	62	-0.976504	62	-0.978505	62	-0.939546	62	-0.946635	62	-0.978623	62	-0.926995	62	-0.909344	62	-0.162725	62	-0.008069	62	-0.099919	62	-0.980945	62	-0.963129	62	-0.975331	62	-0.984300	62	-0.969776	62	-0.981272	62	0.214705	62	-0.060539	62	-0.035536	62	-0.977267	62	-0.959162	62	-0.948367	62	-0.982373	62	-0.946108	62	-0.951046	62	-0.039258	62	-0.273302	62	-0.117975	62	-0.943078	62	-0.926798	62	-0.054367	62	-0.968908	62	-0.967026	62	0.207315	62	-0.951953	62	-0.933563	62	-0.171071	62	-0.977775	62	-0.976318	62	0.091168	62	-0.003105	62	-0.015294	62	0.057050	62	-0.008744	62	-0.606494	62	-0.062464	62	-0.205195	62
22	STANDING	0.279054	63	-0.015856	63	-0.104967	63	-0.985001	63	-0.922693	63	-0.942202	63	0.954064	63	-0.226419	63	0.032382	63	-0.992827	63	-0.971081	63	-0.958890	63	0.075232	63	0.010729	63	-0.006263	63	-0.975639	63	-0.952303	63	-0.981478	63	-0.027520	63	-0.069007	63	0.073347	63	-0.917837	63	-0.964715	63	-0.960583	63	-0.097501	63	-0.042100	63	-0.051318	63	-0.949716	63	-0.984900	63	-0.979754	63	-0.954808	63	-0.939866	63	-0.954808	63	-0.939866	63	-0.975876	63	-0.958825	63	-0.931624	63	-0.900777	63	-0.978604	63	-0.966086	63	-0.980374	63	-0.929161	63	-0.957102	63	-0.987400	63	-0.923658	63	-0.938410	63	0.006723	63	-0.122388	63	-0.042779	63	-0.974969	63	-0.952141	63	-0.977567	63	-0.978773	63	-0.956170	63	-0.984305	63	0.227103	63	-0.243211	63	-0.026615	63	-0.917018	63	-0.970682	63	-0.962328	63	-0.919852	63	-0.962173	63	-0.963653	63	-0.391233	63	-0.374460	63	-0.177197	63	-0.949044	63	-0.943739	63	-0.072936	63	-0.959744	63	-0.956654	63	0.106970	63	-0.932065	63	-0.900222	63	-0.382819	63	-0.968378	63	-0.965345	63	-0.182924	63	0.004626	63	0.019433	63	0.031165	63	-0.048665	63	-0.788452	63	0.238437	63	-0.000765	63
22	WALKING	0.278865	46	-0.016721	46	-0.107113	46	-0.008659	46	0.100384	46	-0.213352	46	0.936096	46	-0.259645	46	0.023378	46	-0.969643	46	-0.963639	46	-0.955148	46	0.062778	46	0.035675	46	0.004437	46	0.035879	46	0.225542	46	-0.313156	46	0.000777	46	-0.096088	46	0.077527	46	-0.318538	46	-0.486322	46	-0.151440	46	-0.132978	46	-0.032191	46	-0.056981	46	-0.226656	46	-0.651875	46	-0.234278	46	0.072242	46	-0.161592	46	0.072242	46	-0.161592	46	0.022920	46	0.111533	46	-0.210608	46	-0.390776	46	-0.462000	46	-0.503106	46	-0.099493	46	0.145368	46	-0.255217	46	0.024396	46	0.003868	46	-0.253644	46	-0.218385	46	0.309767	46	0.306473	46	-0.036705	46	0.159996	46	-0.281973	46	0.018005	46	0.213424	46	-0.343196	46	-0.102095	46	-0.078788	46	-0.003916	46	-0.144649	46	-0.501177	46	-0.083501	46	-0.374496	46	-0.481624	46	-0.253174	46	-0.037524	46	-0.114135	46	0.067717	46	-0.024158	46	-0.381399	46	0.368621	46	0.065973	46	0.158287	46	0.097646	46	-0.438379	46	-0.464019	46	0.210282	46	-0.553946	46	-0.476405	46	0.279574	46	-0.007003	46	0.041148	46	-0.088221	46	0.050893	46	-0.748809	46	0.262108	46	0.005458	46
22	WALKING_DOWNSTAIRS	0.284459	36	-0.019800	36	-0.107416	36	0.348618	36	0.239812	36	-0.325723	36	0.921821	36	-0.222215	36	0.041299	36	-0.941242	36	-0.945824	36	-0.906594	36	0.101585	36	0.021113	36	0.011250	36	0.086914	36	0.019861	36	-0.477807	36	-0.077961	36	-0.069715	36	0.050071	36	-0.237349	36	-0.550303	36	-0.280418	36	-0.090174	36	-0.035517	36	-0.048146	36	-0.264848	36	-0.640280	36	-0.358762	36	0.330999	36	0.133267	36	0.330999	36	0.133267	36	-0.017978	36	-0.033764	36	-0.161333	36	-0.263922	36	-0.459580	36	-0.617659	36	0.195348	36	0.225767	36	-0.322796	36	0.402892	36	0.167410	36	-0.383243	36	-0.367714	36	0.028264	36	0.183154	36	0.038336	36	-0.003092	36	-0.419534	36	0.040462	36	-0.027029	36	-0.535894	36	-0.244503	36	-0.400892	36	-0.198861	36	-0.095435	36	-0.525007	36	-0.194916	36	-0.284532	36	-0.570340	36	-0.377319	36	-0.191963	36	-0.032496	36	0.012927	36	0.155527	36	-0.057520	36	0.130783	36	0.022478	36	-0.118530	36	0.138398	36	-0.338417	36	-0.341864	36	-0.058108	36	-0.583511	36	-0.697451	36	0.339656	36	-0.047729	36	-0.051712	36	0.225832	36	0.028931	36	-0.774882	36	0.238387	36	-0.007536	36
22	WALKING_UPSTAIRS	0.248392	42	-0.026862	42	-0.117551	42	0.083574	42	0.250068	42	-0.109613	42	0.889454	42	-0.336827	42	-0.095798	42	-0.940634	42	-0.941620	42	-0.913154	42	0.087717	42	0.036708	42	-0.033617	42	-0.008540	42	-0.057578	42	-0.471703	42	0.134979	42	-0.181458	42	0.015736	42	-0.301492	42	-0.489418	42	-0.157758	42	-0.148450	42	-0.038131	42	-0.067457	42	-0.396699	42	-0.704255	42	-0.515698	42	0.210283	42	-0.158757	42	0.210283	42	-0.158757	42	-0.095784	42	-0.087650	42	-0.128032	42	-0.202558	42	-0.568112	42	-0.675633	42	-0.055400	42	0.130687	42	-0.228020	42	0.132049	42	0.230059	42	-0.116753	42	-0.213968	42	-0.034340	42	-0.033089	42	-0.038245	42	-0.075183	42	-0.414449	42	-0.067798	42	-0.106100	42	-0.528568	42	0.046607	42	-0.270498	42	-0.161561	42	-0.195457	42	-0.523944	42	-0.199313	42	-0.338140	42	-0.473882	42	-0.222432	42	-0.203542	42	-0.170789	42	-0.147429	42	-0.086691	42	-0.334126	42	0.293745	42	-0.045802	42	-0.151300	42	0.187559	42	-0.369902	42	-0.234023	42	-0.224892	42	-0.667996	42	-0.709871	42	0.263527	42	0.044087	42	-0.059281	42	-0.312935	42	0.087448	42	-0.656388	42	0.317876	42	0.089129	42
23	LAYING	0.274038	72	-0.021655	72	-0.104257	72	-0.956756	72	-0.976310	72	-0.973223	72	-0.391565	72	0.438434	72	0.918783	72	-0.947949	72	-0.982795	72	-0.976780	72	0.083179	72	0.015351	72	-0.006282	72	-0.986360	72	-0.988612	72	-0.984663	72	-0.011340	72	-0.105053	72	0.111079	72	-0.981849	72	-0.959195	72	-0.983920	72	-0.102025	72	-0.037245	72	-0.062199	72	-0.985028	72	-0.979428	72	-0.994909	72	-0.962959	72	-0.957872	72	-0.962959	72	-0.957872	72	-0.987010	72	-0.986686	72	-0.949418	72	-0.957228	72	-0.984557	72	-0.981315	72	-0.970037	72	-0.982072	72	-0.977515	72	-0.952411	72	-0.974304	72	-0.972261	72	-0.424151	72	0.063769	72	0.298417	72	-0.986205	72	-0.988230	72	-0.982416	72	-0.987841	72	-0.989996	72	-0.985502	72	0.206067	72	0.098275	72	0.230108	72	-0.979676	72	-0.968469	72	-0.984239	72	-0.982665	72	-0.954997	72	-0.985318	72	0.131455	72	-0.147231	72	0.289185	72	-0.967747	72	-0.958466	72	0.035932	72	-0.985906	72	-0.986540	72	0.338095	72	-0.966239	72	-0.959026	72	0.102453	72	-0.981847	72	-0.981585	72	0.225885	72	0.015728	72	-0.008233	72	0.105744	72	0.005207	72	0.533235	72	-0.232646	72	-0.781769	72
23	SITTING	0.273351	68	-0.013395	68	-0.103809	68	-0.987608	68	-0.934934	68	-0.905584	68	0.936509	68	0.121751	68	0.063011	68	-0.984537	68	-0.960917	68	-0.923954	68	0.077002	68	0.010135	68	-0.001488	68	-0.984562	68	-0.978046	68	-0.975979	68	-0.047258	68	-0.068433	68	0.064567	68	-0.980364	68	-0.948110	68	-0.959719	68	-0.096742	68	-0.043460	68	-0.048556	68	-0.987085	68	-0.980727	68	-0.988130	68	-0.944081	68	-0.924963	68	-0.944081	68	-0.924963	68	-0.982376	68	-0.973669	68	-0.936593	68	-0.937006	68	-0.986514	68	-0.979227	68	-0.986326	68	-0.953460	68	-0.942031	68	-0.988345	68	-0.930781	68	-0.896125	68	0.045947	68	0.130084	68	0.083734	68	-0.984551	68	-0.978136	68	-0.972656	68	-0.986020	68	-0.979565	68	-0.977936	68	0.285644	68	-0.043860	68	0.032313	68	-0.977150	68	-0.957920	68	-0.965429	68	-0.981523	68	-0.943733	68	-0.961914	68	0.070440	68	-0.082620	68	0.137546	68	-0.945838	68	-0.927090	68	0.162285	68	-0.974121	68	-0.972117	68	0.199534	68	-0.952293	68	-0.938681	68	0.125457	68	-0.980707	68	-0.978499	68	0.053183	68	0.011562	68	-0.002242	68	0.036078	68	-0.038606	68	-0.798067	68	-0.000022	68	-0.023039	68
23	STANDING	0.277899	68	-0.017748	68	-0.110597	68	-0.985422	68	-0.958444	68	-0.929410	68	0.919857	68	-0.117401	68	-0.223631	68	-0.984610	68	-0.984819	68	-0.947200	68	0.075021	68	0.010586	68	-0.005293	68	-0.983142	68	-0.975220	68	-0.973595	68	-0.032740	68	-0.065226	68	0.081689	68	-0.942011	68	-0.948075	68	-0.962390	68	-0.098148	68	-0.041677	68	-0.054823	68	-0.972771	68	-0.972510	68	-0.984655	68	-0.957212	68	-0.951670	68	-0.957212	68	-0.951670	68	-0.978671	68	-0.974812	68	-0.938430	68	-0.923797	68	-0.976399	68	-0.972387	68	-0.983627	68	-0.962832	68	-0.945171	68	-0.986333	68	-0.958042	68	-0.926110	68	-0.004282	68	0.002520	68	-0.002252	68	-0.983283	68	-0.975177	68	-0.969610	68	-0.984532	68	-0.977158	68	-0.976241	68	0.201180	68	-0.087830	68	-0.098828	68	-0.947510	68	-0.952781	68	-0.967940	68	-0.941699	68	-0.945871	68	-0.964250	68	-0.291596	68	-0.197835	68	-0.163987	68	-0.957986	68	-0.955291	68	0.061189	68	-0.973798	68	-0.975054	68	0.261656	68	-0.944584	68	-0.924805	68	-0.122000	68	-0.972599	68	-0.973850	68	0.128376	68	0.011879	68	0.015617	68	0.017659	68	-0.070333	68	-0.753773	68	0.164031	68	0.180099	68
23	WALKING	0.273212	59	-0.018362	59	-0.113383	59	-0.313522	59	-0.119021	59	0.164221	59	0.939810	59	-0.161761	59	-0.160763	59	-0.977231	59	-0.966551	59	-0.932981	59	0.098732	59	0.014896	59	-0.001908	59	-0.229328	59	-0.080502	59	-0.029312	59	-0.063116	59	-0.064020	59	0.107700	59	-0.494323	59	0.259457	59	-0.209635	59	-0.057813	59	-0.051670	59	-0.090300	59	-0.363969	59	0.295946	59	-0.374457	59	-0.098877	59	-0.209989	59	-0.098877	59	-0.209989	59	-0.067082	59	-0.026819	59	-0.012097	59	0.163346	59	0.011531	59	0.250173	59	-0.275404	59	-0.072437	59	0.081408	59	-0.329807	59	-0.202524	59	0.116143	59	-0.271219	59	0.107805	59	0.121799	59	-0.290410	59	-0.155489	59	-0.057202	59	-0.235173	59	-0.060975	59	-0.006236	59	-0.269876	59	-0.278844	59	-0.366738	59	-0.337619	59	0.195569	59	-0.194970	59	-0.545052	59	0.286582	59	-0.287821	59	-0.007348	59	0.166489	59	-0.054473	59	-0.094261	59	-0.407578	59	0.281812	59	-0.018071	59	-0.045737	59	0.151736	59	0.185078	59	-0.061477	59	0.409522	59	0.146619	59	0.287835	59	0.176693	59	0.030455	59	-0.076611	59	0.027485	59	-0.070335	59	-0.784798	59	0.194885	59	0.134716	59
23	WALKING_DOWNSTAIRS	0.289897	54	-0.016211	54	-0.098812	54	0.044139	54	0.108259	54	0.229899	54	0.923711	54	-0.110029	54	-0.153672	54	-0.950791	54	-0.939013	54	-0.905888	54	0.057801	54	0.037501	54	-0.000983	54	0.198947	54	-0.088330	54	0.031016	54	-0.057823	54	-0.085308	54	0.095360	54	-0.416133	54	0.213826	54	-0.208702	54	-0.117726	54	-0.035289	54	-0.029326	54	-0.323016	54	0.146650	54	-0.367870	54	0.127211	54	0.230364	54	0.127211	54	0.230364	54	0.112982	54	0.292087	54	0.039092	54	0.053997	54	-0.046312	54	0.059491	54	0.205428	54	0.095943	54	0.280519	54	-0.028296	54	0.043228	54	0.094794	54	-0.234694	54	0.013030	54	0.178521	54	0.201543	54	-0.072450	54	0.157776	54	0.081959	54	-0.177698	54	-0.098520	54	-0.210127	54	-0.181909	54	-0.179004	54	-0.214731	54	0.328817	54	-0.141267	54	-0.482598	54	0.126052	54	-0.305897	54	0.021633	54	0.088128	54	-0.060332	54	0.364830	54	-0.045393	54	0.167847	54	0.335010	54	0.224481	54	0.057987	54	0.150826	54	-0.218930	54	0.402651	54	0.074675	54	-0.039857	54	0.221849	54	-0.078710	54	-0.030962	54	0.139336	54	0.026347	54	-0.816592	54	0.160335	54	0.131746	54
23	WALKING_UPSTAIRS	0.249995	51	-0.032384	51	-0.126891	51	-0.243888	51	0.044844	51	0.100801	51	0.843439	51	-0.214482	51	-0.355934	51	-0.933344	51	-0.910475	51	-0.902066	51	0.072365	51	0.039986	51	0.015923	51	-0.365399	51	-0.328225	51	-0.408094	51	0.095794	51	-0.111564	51	-0.032556	51	-0.550665	51	-0.293682	51	-0.031730	51	-0.109913	51	-0.052394	51	-0.092500	51	-0.548319	51	-0.493514	51	-0.543765	51	-0.011754	51	-0.271894	51	-0.011754	51	-0.271894	51	-0.311144	51	-0.362709	51	-0.156527	51	-0.366733	51	-0.504367	51	-0.551275	51	-0.272606	51	-0.076977	51	-0.070577	51	-0.234310	51	0.038060	51	0.104509	51	-0.416950	51	-0.188068	51	-0.203507	51	-0.365643	51	-0.326236	51	-0.346605	51	-0.424878	51	-0.380894	51	-0.468956	51	-0.278708	51	-0.357320	51	-0.443171	51	-0.430239	51	-0.290447	51	-0.163001	51	-0.590431	51	-0.301620	51	-0.082252	51	-0.088703	51	-0.136461	51	-0.413452	51	-0.231383	51	-0.410048	51	-0.011162	51	-0.302968	51	-0.454325	51	0.148282	51	-0.380388	51	-0.470492	51	0.079223	51	-0.518716	51	-0.632659	51	0.233770	51	0.031065	51	0.033245	51	-0.311532	51	0.061466	51	-0.585360	51	0.232358	51	0.277962	51
